final_url,final_url_domain,final_url_website,target_url_agency_owner,target_url_bureau_owner,dap_detected_final_url
https://wamweb11gdev.epa.gov/,epa.gov,wamweb11gdev.epa.gov,Environmental Protection Agency,Environmental Protection Agency,FALSE
https://wamweb11gprd.epa.gov/,epa.gov,wamweb11gprd.epa.gov,Environmental Protection Agency,Environmental Protection Agency,FALSE
https://wapub13.eno.ecs.nasa.gov/dana-na/auth/url_default/welcome.cgi,nasa.gov,wapub13.eno.ecs.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://wapub13.eos.nasa.gov/dana-na/auth/url_default/welcome.cgi,nasa.gov,wapub13.eos.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://wapub32.eno.ecs.nasa.gov/dana-na/auth/url_default/welcome.cgi,nasa.gov,wapub32.eno.ecs.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://wapub32.eos.nasa.gov/dana-na/auth/url_default/welcome.cgi,nasa.gov,wapub32.eos.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://warcapps.usgs.gov/,usgs.gov,warcapps.usgs.gov,Department of the Interior,U.S. Geological Survey,FALSE
https://warcservices.usgs.gov/,usgs.gov,warcservices.usgs.gov,Department of the Interior,U.S. Geological Survey,FALSE
https://warewulf.lbl.gov/,lbl.gov,warewulf.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://warmsprings.nsopw.gov/,nsopw.gov,warmsprings.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://warp.lbl.gov/,lbl.gov,warp.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://warrelatedillness.va.gov/,va.gov,warrelatedillness.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://washoetribe.nsopw.gov/,nsopw.gov,washoetribe.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://wasteplan.epa.gov/welcome,epa.gov,wasteplan.epa.gov,Environmental Protection Agency,Environmental Protection Agency,TRUE
https://water.es.anl.gov/,anl.gov,water.es.anl.gov,Department of Energy,Argonne National Laboratory,FALSE
https://water.i.ncep.noaa.gov/,noaa.gov,water.i.ncep.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://water.ncep.noaa.gov/,noaa.gov,water.ncep.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://water.noaa.gov/,noaa.gov,water.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://water.weather.gov/ahps/,weather.gov,water.weather.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://waterdata.ibwc.gov/Disclaimer,ibwc.gov,waterdata.ibwc.gov,Department of State,Bureau of Western Hemisphere Affairs (WHA),FALSE
https://waterdata.usgs.gov/nwis,usgs.gov,waterdata.usgs.gov,Department of the Interior,U.S. Geological Survey,TRUE
https://watermonitor.gov/,watermonitor.gov,watermonitor.gov,Department of the Interior,U.S. Geological Survey,FALSE
https://waterservices.usgs.gov/,usgs.gov,waterservices.usgs.gov,Department of the Interior,U.S. Geological Survey,TRUE
https://waterwatch.usgs.gov/,usgs.gov,waterwatch.usgs.gov,Department of the Interior,U.S. Geological Survey,FALSE
https://wawg.cap.gov/,cap.gov,wawg.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://wc.treas.gov/toca/cda-cgi/clientcgi.exe?action=start,treas.gov,wc.treas.gov,Department of the Treasury,Department of the Treasury - OCIO,FALSE
https://wcatwc.arh.noaa.gov/,noaa.gov,wcatwc.arh.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://wcc.sc.egov.usda.gov/,usda.gov,wcc.sc.egov.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://wcdams.hhs.gov/ssoportal/choose_login?goto=https://facts.betobaccofree.hhs.gov&authenticated=false,hhs.gov,wcdams.hhs.gov,Department of Health and Human Services,Office of the Secretary,FALSE
https://wcis.sc.egov.usda.gov/,usda.gov,wcis.sc.egov.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://wdr.water.usgs.gov/,usgs.gov,wdr.water.usgs.gov,Department of the Interior,U.S. Geological Survey,FALSE
https://wdssii.nssl.noaa.gov/,noaa.gov,wdssii.nssl.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://weaad.acl.gov/,acl.gov,weaad.acl.gov,Department of Health and Human Services,Administration for Community Living,TRUE
https://weather.anl.gov/,anl.gov,weather.anl.gov,Department of Energy,Argonne National Laboratory,FALSE
https://weather.dfrc.nasa.gov/,nasa.gov,weather.dfrc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://weather.ndc.nasa.gov/,nasa.gov,weather.ndc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://weather.pppl.gov/,pppl.gov,weather.pppl.gov,Department of Energy,Princeton Plasma Physics Lab,FALSE
https://weatherization.ornl.gov/,ornl.gov,weatherization.ornl.gov,Department of Energy,Oak Ridge National Laboratory,FALSE
https://web-qa.ornl.gov/sci/transportation/research/electric/,ornl.gov,web-qa.ornl.gov,Department of Energy,Oak Ridge National Laboratory,FALSE
https://web.acpt.research.gov/research-web/,research.gov,web.acpt.research.gov,National Science Foundation,National Science Foundation,TRUE
https://web.aj.intelink.gov/my.policy,intelink.gov,web.aj.intelink.gov,Director of National Intelligence,Office of Director of National Intelligence - CIO (ICES),FALSE
https://web.archive.org/web/20111229053700/http://www-didc.lbl.gov/,archive.org,web.archive.org,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://web.cddis.eosdis.nasa.gov/,nasa.gov,web.cddis.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://web.evs.anl.gov/,anl.gov,web.evs.anl.gov,Department of Energy,Argonne National Laboratory,FALSE
https://web.gps.state.gov/,state.gov,web.gps.state.gov,Department of State,Bureau of Global Public Affairs (GPA),FALSE
https://web.intelink.gov/my.policy,intelink.gov,web.intelink.gov,Director of National Intelligence,Office of Director of National Intelligence - CIO (ICES),FALSE
https://web.sba.gov/,sba.gov,web.sba.gov,Small Business Administration,U.S. Small Business Administration,TRUE
https://web10capp.er.usgs.gov/,usgs.gov,web10capp.er.usgs.gov,Department of the Interior,U.S. Geological Survey,FALSE
https://webapps.dol.gov/,dol.gov,webapps.dol.gov,Department of Labor,Office of The Chief Information Officer (OCIO),FALSE
https://webapps.hud.gov/,hud.gov,webapps.hud.gov,Department of Housing and Urban Development,Web Master  Pulic Affair,FALSE
https://webapps.marad.dot.gov/,dot.gov,webapps.marad.dot.gov,Department of Transportation,United States Department of Transportation,FALSE
https://webapps.ncua.gov/,ncua.gov,webapps.ncua.gov,National Credit Union Administration,NCUA,FALSE
https://webapps.usgs.gov/,usgs.gov,webapps.usgs.gov,Department of the Interior,U.S. Geological Survey,FALSE
https://webapps2.ncua.gov/,ncua.gov,webapps2.ncua.gov,National Credit Union Administration,NCUA,FALSE
https://webappx.cdc.gov/,cdc.gov,webappx.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,FALSE
https://webb.nasa.gov/,nasa.gov,webb.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://webbook.nist.gov/,nist.gov,webbook.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),TRUE
https://webdatasheet.faa.gov/,faa.gov,webdatasheet.faa.gov,Department of Transportation,Federal Aviation Administration,FALSE
https://webdisks.jpl.nasa.gov/,nasa.gov,webdisks.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://webeoc.dot.gov/eoc7/default.aspx,dot.gov,webeoc.dot.gov,Department of Transportation,United States Department of Transportation,FALSE
https://webeoc.epa.gov/eoc7/ert_default.aspx,epa.gov,webeoc.epa.gov,Environmental Protection Agency,Environmental Protection Agency,FALSE
https://weberbasin.jobcorps.gov/,jobcorps.gov,weberbasin.jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,FALSE
https://weberlab.lbl.gov/,lbl.gov,weberlab.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://webfcr.faa.gov/,faa.gov,webfcr.faa.gov,Department of Transportation,Federal Aviation Administration,FALSE
https://webforms.fec.gov/,fec.gov,webforms.fec.gov,Federal Election Commission,Federal Election Commission,FALSE
https://webharvest.gov/,webharvest.gov,webharvest.gov,National Archives and Records Administration,National Archives and Records Administration,TRUE
https://webinar.cms.hhs.gov/system/login?domain=webinar.cms.hhs.gov&next=%2Fadmin%3Fdomain%3Dwebinar.cms.hhs.gov&set-lang=en,hhs.gov,webinar.cms.hhs.gov,Department of Health and Human Services,Office of the Secretary,FALSE
https://webinarcqauth1.cms.hhs.gov/libs/granite/core/content/login.html?resource=%2F&$$login$$=%24%24login%24%24&j_reason=unknown&j_reason_code=unknown,hhs.gov,webinarcqauth1.cms.hhs.gov,Department of Health and Human Services,Office of the Secretary,FALSE
https://weblogin-green-f5.lanl.gov/,lanl.gov,weblogin-green-f5.lanl.gov,Department of Energy,Los Alamos National Laboratory,FALSE
https://weblogin.lanl.gov/,lanl.gov,weblogin.lanl.gov,Department of Energy,Los Alamos National Laboratory,FALSE
https://webmail-byr.uspto.gov/+CSCOE+/logon.html#form_title_text,uspto.gov,webmail-byr.uspto.gov,Department of Commerce,USPTO,FALSE
https://webmail.jpl.nasa.gov/my.policy,nasa.gov,webmail.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://webmaps.afsc.noaa.gov/afscportal/home/,noaa.gov,webmaps.afsc.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://webmaps.blm.gov/,blm.gov,webmaps.blm.gov,Department of the Interior,Bureau of Land Management - Main Domain,FALSE
https://webplus.ihs.gov/logonen.aspx,ihs.gov,webplus.ihs.gov,Department of Health and Human Services,Indian Health Service / Office of IT,FALSE
https://webpricer.cms.gov/#/,cms.gov,webpricer.cms.gov,Department of Health and Human Services,Centers for Medicare and Medicaid Services,TRUE
https://webservice.ncjrs.gov/,ncjrs.gov,webservice.ncjrs.gov,Department of Justice,United States Department of Justice,FALSE
https://webshop.gsa.gov/,gsa.gov,webshop.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",FALSE
https://websoilsurvey.nrcs.usda.gov/app/,usda.gov,websoilsurvey.nrcs.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://websoilsurvey.sc.egov.usda.gov/app/,usda.gov,websoilsurvey.sc.egov.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://websrch.cit.nih.gov/,nih.gov,websrch.cit.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://webstore.huduser.gov/catalog/index.php,huduser.gov,webstore.huduser.gov,Department of Housing and Urban Development,"U.S. Department of Housing and Urban Development, Office of Policy Development and Research",TRUE
https://webtragis.ornl.gov/login,ornl.gov,webtragis.ornl.gov,Department of Energy,Oak Ridge National Laboratory,FALSE
https://webvastage2.er.usgs.gov/,usgs.gov,webvastage2.er.usgs.gov,Department of the Interior,U.S. Geological Survey,TRUE
https://webvpn.cns.gov/+CSCOE+/logon.html,cns.gov,webvpn.cns.gov,Corporation for National & Community Service,AmeriCorps,FALSE
https://wecandothis.hhs.gov/,hhs.gov,wecandothis.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://weeklywire.demo.nsf.gov/login.aspx?dispatch=display,nsf.gov,weeklywire.demo.nsf.gov,National Science Foundation,National Science Foundation,FALSE
https://weeklywire.nsf.gov/login.aspx?dispatch=display,nsf.gov,weeklywire.nsf.gov,National Science Foundation,National Science Foundation,FALSE
https://wellnessatnih.ors.od.nih.gov/Pages/default.aspx,nih.gov,wellnessatnih.ors.od.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://wellnessnews.ors.nih.gov/,nih.gov,wellnessnews.ors.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://wells.lanl.gov/,lanl.gov,wells.lanl.gov,Department of Energy,Los Alamos National Laboratory,FALSE
https://wellstonemdcenters.nih.gov/,nih.gov,wellstonemdcenters.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://westafrica.ilea.state.gov/,state.gov,westafrica.ilea.state.gov,Department of State,Bureau of Global Public Affairs (GPA),TRUE
https://westvhs.services.nesdis.noaa.gov/logon/LogonPoint/index.html,noaa.gov,westvhs.services.nesdis.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://wethinktwice.acf.hhs.gov/,hhs.gov,wethinktwice.acf.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://wetlandassessment.epa.gov/dashboard/?&view=condEst&subview=indicator&subpop=national+(all+wetlands)&label=none&condition=good&scale=percent,epa.gov,wetlandassessment.epa.gov,Environmental Protection Agency,Environmental Protection Agency,TRUE
https://wetlands.jpl.nasa.gov/,nasa.gov,wetlands.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://wfc3.gsfc.nasa.gov/,nasa.gov,wfc3.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://wfdss-qa.nwcg.gov/WfdssAppQA/faces/facelets/login/WFDSSLogin.xhtml,nwcg.gov,wfdss-qa.nwcg.gov,U.S. Department of Agriculture,National Wildfire Coordinating Group (NWCG),TRUE
https://wfdss.usgs.gov/wfdss/WFDSS_Home.shtml,usgs.gov,wfdss.usgs.gov,Department of the Interior,U.S. Geological Survey,TRUE
https://wfmrda.nwcg.gov/,nwcg.gov,wfmrda.nwcg.gov,U.S. Department of Agriculture,National Wildfire Coordinating Group (NWCG),FALSE
https://whfdr.opm.gov/,opm.gov,whfdr.opm.gov,Office of Personnel Management,Office Of Personnel Management,FALSE
https://whitehouseconferenceonaging.gov/,whitehouseconferenceonaging.gov,whitehouseconferenceonaging.gov,Department of Health and Human Services,Administration for Community Living,FALSE
https://wicbreastfeeding.fns.usda.gov/,usda.gov,wicbreastfeeding.fns.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://wicn.nssc.nasa.gov/,nasa.gov,wicn.nssc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://wicworks.fns.usda.gov/,usda.gov,wicworks.fns.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://wiki-ext.aps.anl.gov/,anl.gov,wiki-ext.aps.anl.gov,Department of Energy,Argonne National Laboratory,FALSE
https://wiki-internal.alcf.anl.gov/,anl.gov,wiki-internal.alcf.anl.gov,Department of Energy,Argonne National Laboratory,FALSE
https://wiki.anl.gov/,anl.gov,wiki.anl.gov,Department of Energy,Argonne National Laboratory,FALSE
https://wiki.arm.gov/login,arm.gov,wiki.arm.gov,Department of Energy,Battelle Pacific Northwest National Laboratory,FALSE
https://wiki.earthdata.nasa.gov/,nasa.gov,wiki.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://wiki.grantsolutions.gov/,grantsolutions.gov,wiki.grantsolutions.gov,Department of Health and Human Services,Administration for Children and Families,FALSE
https://wiki.jlse.anl.gov/#all-updates,anl.gov,wiki.jlse.anl.gov,Department of Energy,Argonne National Laboratory,FALSE
https://wiki.lcrc.anl.gov/,anl.gov,wiki.lcrc.anl.gov,Department of Energy,Argonne National Laboratory,FALSE
https://wiki.mobilehealth.va.gov/#all-updates,va.gov,wiki.mobilehealth.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://wiki.nci.nih.gov/display/NSCI/Contractor+Security+Guidance,nih.gov,wiki.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://wiki.rdhpcs.noaa.gov/,noaa.gov,wiki.rdhpcs.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://wildhorseandburro.blm.gov/,blm.gov,wildhorseandburro.blm.gov,Department of the Interior,Bureau of Land Management - Main Domain,FALSE
https://wildlife.faa.gov/home,faa.gov,wildlife.faa.gov,Department of Transportation,Federal Aviation Administration,FALSE
https://williamsd.ctss.nih.gov/,nih.gov,williamsd.ctss.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://wilsonresearchgroup.lbl.gov/,lbl.gov,wilsonresearchgroup.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://wim.usgs.gov/,usgs.gov,wim.usgs.gov,Department of the Interior,U.S. Geological Survey,FALSE
https://win.mdm.va.gov/,va.gov,win.mdm.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://wind.nasa.gov/,nasa.gov,wind.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://windeis.anl.gov/,anl.gov,windeis.anl.gov,Department of Energy,Argonne National Laboratory,FALSE
https://windexchange.energy.gov/,energy.gov,windexchange.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",TRUE
https://windows.lbl.gov/,lbl.gov,windows.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://windriver.jobcorps.gov/,jobcorps.gov,windriver.jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,FALSE
https://windriver.nsopw.gov/,nsopw.gov,windriver.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://winmd.appdat.jsc.nasa.gov/,nasa.gov,winmd.appdat.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://winmd.ird.appdat.jsc.nasa.gov/,nasa.gov,winmd.ird.appdat.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://winnebagotribe.nsopw.gov/,nsopw.gov,winnebagotribe.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://winvicar.jpl.nasa.gov/,nasa.gov,winvicar.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://wioaplans.ed.gov/,ed.gov,wioaplans.ed.gov,Department of Education,Office of Chief Information Officer,TRUE
https://wipp.energy.gov/,energy.gov,wipp.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",FALSE
https://wise.er.usgs.gov/,usgs.gov,wise.er.usgs.gov,Department of the Interior,U.S. Geological Survey,FALSE
https://wlci.gov/,wlci.gov,wlci.gov,Department of the Interior,US Geological Survey,TRUE
https://wlgt-f5.lanl.gov/,lanl.gov,wlgt-f5.lanl.gov,Department of Energy,Los Alamos National Laboratory,FALSE
https://wmap.gsfc.nasa.gov/,nasa.gov,wmap.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://wmat.nsopw.gov/,nsopw.gov,wmat.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://wms-mmdl-val.cms.gov/WMS/faces/portal.jsp,cms.gov,wms-mmdl-val.cms.gov,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://wms-mmdl.cms.gov/WMS/faces/portal.jsp,cms.gov,wms-mmdl.cms.gov,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://wmtscheduler.faa.gov/gatekeeper,faa.gov,wmtscheduler.faa.gov,Department of Transportation,Federal Aviation Administration,FALSE
https://wof.nssl.noaa.gov/,noaa.gov,wof.nssl.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://wolfcreek.jobcorps.gov/,jobcorps.gov,wolfcreek.jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,FALSE
https://wolverine.jbcwnn.dhs.gov/+CSCOE+/logon.html?fcadbadd=1#form_title_text,dhs.gov,wolverine.jbcwnn.dhs.gov,Department of Homeland Security,Headquarters,FALSE
https://women.jpl.nasa.gov/,nasa.gov,women.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://women.nasa.gov/,nasa.gov,women.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://women.smokefree.gov/,smokefree.gov,women.smokefree.gov,Department of Health and Human Services,"National Cancer Institute, NIH",TRUE
https://womeninscience.nih.gov/,nih.gov,womeninscience.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://womenshealth.va.gov/,va.gov,womenshealth.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://womenshistorymonth.gov/,womenshistorymonth.gov,womenshistorymonth.gov,Library of Congress,Library of Congress,FALSE
https://wonder.cdc.gov/,cdc.gov,wonder.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,TRUE
https://wordpress.cels.anl.gov/,anl.gov,wordpress.cels.anl.gov,Department of Energy,Argonne National Laboratory,FALSE
https://wordpress.physics.lbl.gov/,lbl.gov,wordpress.physics.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://work.fhfa.gov/default.htm,fhfa.gov,work.fhfa.gov,Federal Housing Finance Agency,Federal Housing Finance Agency,FALSE
https://workatferc.usajobs.gov/Search/Results?a=DNFE&p=1,usajobs.gov,workatferc.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://workfamilymonth.ors.nih.gov/,nih.gov,workfamilymonth.ors.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://workforce.faa.gov/oauth2/default/v1/authorize?client_id=0oa4017cw7vw0Hbc74h7&redirect_uri=https%3A%2F%2Femployees.faa.gov%2Fauth%2Fredir%2F&response_type=code&scope=email+openid&state=login,faa.gov,workforce.faa.gov,Department of Transportation,Federal Aviation Administration,FALSE
https://workforcedev.faa.gov/app/faa-wf_samlafnmyfaadev_1/exk7rfhfa3HhXJQaE1d7/sso/saml,faa.gov,workforcedev.faa.gov,Department of Transportation,Federal Aviation Administration,FALSE
https://workforcesecurity.doleta.gov/,doleta.gov,workforcesecurity.doleta.gov,Department of Labor,Office of The Chief Information Officer (OCIO),FALSE
https://workingincaes.inl.gov/SitePages/Home.aspx,inl.gov,workingincaes.inl.gov,Department of Energy,Idaho National Laboratory,FALSE
https://workmanship.nasa.gov/,nasa.gov,workmanship.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://workplace-dc2.dhs.gov/vpn/index_wpaas.html,dhs.gov,workplace-dc2.dhs.gov,Department of Homeland Security,Headquarters,FALSE
https://workplace.arc.gov/spog/welcome,arc.gov,workplace.arc.gov,Appalachian Regional Commission,ARC,FALSE
https://workplace.dhs.gov/vpn/index_wpaas.html,dhs.gov,workplace.dhs.gov,Department of Homeland Security,Headquarters,FALSE
https://workplace.epa.gov/,epa.gov,workplace.epa.gov,Environmental Protection Agency,Environmental Protection Agency,FALSE
https://workplace.gsa.gov/,gsa.gov,workplace.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",TRUE
https://workplace2-dc2.dhs.gov/logon/LogonPoint/index.html,dhs.gov,workplace2-dc2.dhs.gov,Department of Homeland Security,Headquarters,FALSE
https://workplace2.dhs.gov/logon/LogonPoint/index.html,dhs.gov,workplace2.dhs.gov,Department of Homeland Security,Headquarters,FALSE
https://workplacedrredirect.epa.gov/,epa.gov,workplacedrredirect.epa.gov,Environmental Protection Agency,Environmental Protection Agency,FALSE
https://workplaceproxy.epa.gov/,epa.gov,workplaceproxy.epa.gov,Environmental Protection Agency,Environmental Protection Agency,FALSE
https://workplaceredirect.epa.gov/,epa.gov,workplaceredirect.epa.gov,Environmental Protection Agency,Environmental Protection Agency,FALSE
https://workspace.google.com/products/calendar/?hl=en-US,google.com,workspace.google.com,Department of State,Bureau of Information Resources Management (IRM),FALSE
https://workspace.safetyact.gov/userportal/,safetyact.gov,workspace.safetyact.gov,Department of Homeland Security,Science and Technology,FALSE
https://worldreport.nih.gov/,nih.gov,worldreport.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://worldview.earthdata.nasa.gov/,nasa.gov,worldview.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://wpadmin.va.gov/,va.gov,wpadmin.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://wpat-int.cdc.gov/users/login,cdc.gov,wpat-int.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,FALSE
https://wpat.cdc.gov/,cdc.gov,wpat.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,FALSE
https://wpc.lbl.gov/,lbl.gov,wpc.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://wpo.noaa.gov/,noaa.gov,wpo.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://wq-srs.epa.gov/wq-srs/,epa.gov,wq-srs.epa.gov,Environmental Protection Agency,Environmental Protection Agency,TRUE
https://wrecks.nauticalcharts.noaa.gov/viewer/,noaa.gov,wrecks.nauticalcharts.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://wrenv.state.gov/+CSCOE+/logon.html?fcadbadd=1#form_title_text,state.gov,wrenv.state.gov,Department of State,Bureau of Global Public Affairs (GPA),FALSE
https://wri-fot-qa.ornl.gov/index.shtml,ornl.gov,wri-fot-qa.ornl.gov,Department of Energy,Oak Ridge National Laboratory,FALSE
https://wright.grc.nasa.gov/,nasa.gov,wright.grc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://writing4students.ecfr.gov/,ecfr.gov,writing4students.ecfr.gov,Government Publishing Office,US Government Publishing Office,TRUE
https://wrm.jpl.nasa.gov/,nasa.gov,wrm.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://ws07.grants.gov/,grants.gov,ws07.grants.gov,Department of Health and Human Services,"Assistant Secretary for Financial Resources, Office of the Secretary",FALSE
https://ws680.nist.gov/,nist.gov,ws680.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),FALSE
https://wsearch.nlm.nih.gov/,nih.gov,wsearch.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://wsearch.wip.nlm.nih.gov/,nih.gov,wsearch.wip.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://wservices.ncjrs.gov/,ncjrs.gov,wservices.ncjrs.gov,Department of Justice,United States Department of Justice,FALSE
https://wsf3ram.pnl.gov/,pnl.gov,wsf3ram.pnl.gov,Department of Energy,Pacific Northwest National Laboratory,FALSE
https://wsrch.nlm.nih.gov/,nih.gov,wsrch.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://wsrch.wip.nlm.nih.gov/,nih.gov,wsrch.wip.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://wstamp.ornl.gov/login,ornl.gov,wstamp.ornl.gov,Department of Energy,Oak Ridge National Laboratory,FALSE
https://wstars.ihs.gov/,ihs.gov,wstars.ihs.gov,Department of Health and Human Services,Indian Health Service / Office of IT,FALSE
https://wta.hs.nfc.usda.gov/,usda.gov,wta.hs.nfc.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://wta3.hs.nfc.usda.gov/,usda.gov,wta3.hs.nfc.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://wta4.hs.nfc.usda.gov/,usda.gov,wta4.hs.nfc.usda.gov,U.S. Department of Agriculture,USDA,FALSE
