final_url,final_url_domain,final_url_website,target_url_agency_owner,target_url_bureau_owner,scan_date,dap_detected_final_url
https://www.ocwr.gov/,ocwr.gov,www.ocwr.gov,Office of Congressional Workplace Rights,Office of Congressional Workplace Rights,2023-06-10T02:38:13.463Z,FALSE
https://www.odni.gov/,odni.gov,www.odni.gov,Director of National Intelligence,Office of Director of National Intelligence - Public Affairs Office,2023-06-10T02:38:49.284Z,TRUE
https://www.odocs.osmre.gov/,osmre.gov,www.odocs.osmre.gov,Department of the Interior,Office of Surface Mining,2023-06-10T02:42:27.181Z,FALSE
https://www.ofia.gov/,ofia.gov,www.ofia.gov,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,2023-06-10T03:31:46.266Z,FALSE
https://www.oge.gov/,oge.gov,www.oge.gov,Office of Government Ethics,Office of Government Ethics,2023-06-10T02:39:31.396Z,TRUE
https://www.oig.dhs.gov/,dhs.gov,www.oig.dhs.gov,Department of Homeland Security,Headquarters,2023-06-10T00:56:51.575Z,TRUE
https://www.oig.lsc.gov/,lsc.gov,www.oig.lsc.gov,Legal Services Corporation,Legal Services Corporation,2023-06-10T01:46:12.058Z,FALSE
https://www.ojp.gov/,ojp.gov,www.ojp.gov,Department of Justice,Office of the Chief Information Officer,2023-06-10T03:13:02.647Z,TRUE
https://www.olcf.ornl.gov/,ornl.gov,www.olcf.ornl.gov,Department of Energy,Oak Ridge National Laboratory,2023-06-10T02:10:41.683Z,FALSE
https://www.onhir.gov/,onhir.gov,www.onhir.gov,Department of the Interior,Office of Navajo and Hopi Indian Relocation,2023-06-10T02:38:34.619Z,TRUE
https://www.onrr.gov/,onrr.gov,www.onrr.gov,Department of the Interior,Minerals Management Service,2023-06-10T02:38:36.447Z,TRUE
https://www.openworld.gov/,openworld.gov,www.openworld.gov,Open World Leadership Center,The Open World Leadership Center,2023-06-10T02:38:43.143Z,FALSE
https://www.opm.gov/,opm.gov,www.opm.gov,Office of Personnel Management,Office Of Personnel Management,2023-06-10T02:28:53.626Z,TRUE
https://www.organdonor.gov/,organdonor.gov,www.organdonor.gov,Department of Health and Human Services,Health Resources and Services Administration,2023-06-10T02:40:24.049Z,TRUE
https://www.ornl.gov/,ornl.gov,www.ornl.gov,Department of Energy,Oak Ridge National Laboratory,2023-06-10T02:42:07.505Z,FALSE
https://www.osac.gov/,osac.gov,www.osac.gov,Department of State,Bureau of Diplomatic Security (DS),2023-06-10T02:43:57.784Z,TRUE
https://www.osha.gov/,osha.gov,www.osha.gov,Department of Labor,Office of The Chief Information Officer (OCIO),2023-06-10T02:33:23.941Z,TRUE
https://www.oshrc.gov/,oshrc.gov,www.oshrc.gov,Occupational Safety & Health Review Commission,Occupational Safety & Health Review Commission,2023-06-10T02:41:55.068Z,FALSE
https://www.osmre.gov/,osmre.gov,www.osmre.gov,Department of the Interior,Office of Surface Mining,2023-06-10T02:43:04.131Z,FALSE
https://www.osti.gov/,osti.gov,www.osti.gov,Department of Energy,OSTI,2023-06-10T02:44:35.972Z,TRUE
https://www.ovcttac.gov/,ovcttac.gov,www.ovcttac.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",2023-06-10T02:43:02.089Z,TRUE
https://www.oversight.gov/,oversight.gov,www.oversight.gov,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,2023-06-10T02:43:08.060Z,FALSE
https://www.page.energy.gov/,energy.gov,www.page.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",2023-06-10T01:09:14.497Z,FALSE
https://www.painconsortium.nih.gov/,nih.gov,www.painconsortium.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:00:25.830Z,FALSE
https://www.pandemicoversight.gov/,pandemicoversight.gov,www.pandemicoversight.gov,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,2023-06-10T02:41:41.897Z,FALSE
https://www.papahanaumokuakea.gov/,papahanaumokuakea.gov,www.papahanaumokuakea.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T02:43:56.200Z,TRUE
https://www.pay.gov/public/home,pay.gov,www.pay.gov,Department of the Treasury,Department of the Treasury - FMS,2023-06-10T03:31:20.313Z,TRUE
https://www.paymentaccuracy.gov/,paymentaccuracy.gov,www.paymentaccuracy.gov,General Services Administration,U.S General Services Administration,2023-06-10T02:44:40.227Z,TRUE
https://www.pbgc.gov/,pbgc.gov,www.pbgc.gov,Pension Benefit Guaranty Corporation,Office of Information Technology,2023-06-10T02:32:52.197Z,TRUE
https://www.pbrb.gov/,pbrb.gov,www.pbrb.gov,Public Buildings Reform Board,General Services Administration,2023-06-10T02:03:11.986Z,FALSE
https://www.pcah.gov/,pcah.gov,www.pcah.gov,Institute of Museum and Library Services,IMLS,2023-06-10T03:55:24.687Z,FALSE
https://www.pclob.gov/,pclob.gov,www.pclob.gov,Privacy and Civil Liberties Oversight Board,Privacy & Civil Liberties Oversight Board,2023-06-10T02:46:16.546Z,TRUE
https://www.peacecorps.gov/,peacecorps.gov,www.peacecorps.gov,U.S. Peace Corps,Peace Corps,2023-06-10T02:31:50.472Z,TRUE
https://www.peacecorpsoig.gov/,peacecorpsoig.gov,www.peacecorpsoig.gov,U.S. Peace Corps,Office of Inspector General,2023-06-10T02:44:26.929Z,FALSE
https://www.peprec.research.va.gov/,va.gov,www.peprec.research.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",2023-06-10T03:20:05.089Z,TRUE
https://www.performance.gov/,performance.gov,www.performance.gov,General Services Administration,"GSA,FAS,Technology Transformation Service",2023-06-10T02:45:00.301Z,TRUE
https://www.permits.performance.gov/,performance.gov,www.permits.performance.gov,Federal Permitting Improvement Steering Council,FPISC,2023-06-10T01:18:48.157Z,TRUE
https://www.phmsa.dot.gov/,dot.gov,www.phmsa.dot.gov,Department of Transportation,United States Department of Transportation,2023-06-10T01:34:40.297Z,TRUE
https://www.physics.lbl.gov/,lbl.gov,www.physics.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,2023-06-10T03:55:48.401Z,FALSE
https://www.plainlanguage.gov/,plainlanguage.gov,www.plainlanguage.gov,General Services Administration,"GSA, TTS",2023-06-10T03:30:57.798Z,TRUE
https://www.planning.dot.gov/,dot.gov,www.planning.dot.gov,Department of Transportation,United States Department of Transportation,2023-06-10T01:06:26.332Z,FALSE
https://www.pmddtc.state.gov/ddtc_public/ddtc_public,state.gov,www.pmddtc.state.gov,Department of State,Bureau of Global Public Affairs (GPA),2023-06-10T03:02:14.905Z,FALSE
https://www.pmf.gov/,pmf.gov,www.pmf.gov,Office of Personnel Management,Presidential Management Fellows,2023-06-10T02:46:16.764Z,TRUE
https://www.pmi.gov/,pmi.gov,www.pmi.gov,U.S. Agency for International Development,Bureau for Global Health,2023-06-10T02:45:04.429Z,FALSE
https://www.pnnl.gov/,pnnl.gov,www.pnnl.gov,Department of Energy,Pacific Northwest National Laboratory,2023-06-10T03:29:18.743Z,FALSE
https://www.poolsafely.gov/,poolsafely.gov,www.poolsafely.gov,Consumer Product Safety Commission,US Consumer Product Safety Commission,2023-06-10T02:48:03.886Z,TRUE
https://www.poportal.gsa.gov/poportal/welcome.do,gsa.gov,www.poportal.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",2023-06-10T01:24:12.053Z,FALSE
https://www.ppdcecc.gov/ppd,ppdcecc.gov,www.ppdcecc.gov,The Legislative Branch,Congressional-Executive Commission on China,2023-06-10T02:49:34.817Z,FALSE
https://www.pppl.gov/,pppl.gov,www.pppl.gov,Department of Energy,Princeton Plasma Physics Lab,2023-06-10T03:30:16.973Z,FALSE
https://www.prc.gov/,prc.gov,www.prc.gov,Postal Regulatory Commission,Postal Regulatory Commission,2023-06-10T02:49:44.410Z,FALSE
https://www.pre.page.energy.gov/,energy.gov,www.pre.page.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",2023-06-10T02:25:24.402Z,FALSE
https://www.presidentialinnovationfellows.gov/,presidentialinnovationfellows.gov,www.presidentialinnovationfellows.gov,General Services Administration,"GSA,FAS,Technology Transformation ServiceService Administration",2023-06-10T02:49:09.583Z,TRUE
https://www.presidio.gov/,presidio.gov,www.presidio.gov,Presidio Trust,Presidio Trust,2023-06-10T02:47:32.118Z,FALSE
https://www.presidiotunneltops.gov/,presidiotunneltops.gov,www.presidiotunneltops.gov,Presidio Trust,Presidio Trust,2023-06-10T02:48:30.098Z,FALSE
https://www.pretrialservices.gov/,pretrialservices.gov,www.pretrialservices.gov,Court Services and Offender Supervision,Pretrial Services Agency for the District of Columbia,2023-06-10T02:56:43.169Z,FALSE
https://www.privacyshield.gov/welcome,privacyshield.gov,www.privacyshield.gov,Department of Commerce,International Trade Administration,2023-06-10T02:48:50.636Z,TRUE
https://www.property.reporting.gov/PPRT/s/login/,reporting.gov,www.property.reporting.gov,General Services Administration,"GSA, IDI, EAS-SF",2023-06-10T02:49:21.840Z,FALSE
https://www.prosperafrica.gov/,prosperafrica.gov,www.prosperafrica.gov,U.S. Agency for International Development,U.S. Agency for International Development,2023-06-10T03:31:55.414Z,TRUE
https://www.psa.gov/,psa.gov,www.psa.gov,Court Services and Offender Supervision,Court Services and Offender Supervision Agency,2023-06-10T02:50:31.332Z,FALSE
https://www.pwrc.usgs.gov/BBL/bblretrv/index.cfm,usgs.gov,www.pwrc.usgs.gov,Department of the Interior,USGS Bird Banding Laboratory,2023-06-10T02:48:13.573Z,TRUE
https://www.qaf.cir.fiscal.treasury.gov/,treasury.gov,www.qaf.cir.fiscal.treasury.gov,Department of the Treasury,Department of the Treasury - OCIO,2023-06-10T02:55:22.179Z,FALSE
https://www.qatesttwai.gov/,qatesttwai.gov,www.qatesttwai.gov,Department of the Treasury,Financial Management Service (NESB Branch),2023-06-10T02:50:33.380Z,FALSE
https://www.quantum.gov/,quantum.gov,www.quantum.gov,Executive Office of the President,National Quantum Coordination Office (NQCO),2023-06-10T02:51:14.320Z,TRUE
https://www.rcfl.gov/,rcfl.gov,www.rcfl.gov,Department of Justice,RCFL,2023-06-10T02:48:00.190Z,TRUE
https://www.rd.usda.gov/,usda.gov,www.rd.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T03:01:02.223Z,TRUE
https://www.rds.cms.hhs.gov/,hhs.gov,www.rds.cms.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T01:28:09.422Z,FALSE
https://www.read.gov/,read.gov,www.read.gov,Library of Congress,Library of Congress,2023-06-10T02:49:52.786Z,FALSE
https://www.ready.gov/,ready.gov,www.ready.gov,Department of Homeland Security,Office of Public Affairs,2023-06-10T02:50:07.342Z,TRUE
https://www.reaganlibrary.gov/,reaganlibrary.gov,www.reaganlibrary.gov,National Archives and Records Administration,Policy and Planning,2023-06-10T03:01:02.349Z,TRUE
https://www.realpropertyprofile.gov/FRPPMS/s/login/?ec=302&startURL=%2FFRPPMS%2Fs%2F,realpropertyprofile.gov,www.realpropertyprofile.gov,General Services Administration,"GSA, IDI,EAS",2023-06-10T02:52:02.753Z,FALSE
https://www.recalls.gov/,recalls.gov,www.recalls.gov,Consumer Product Safety Commission,Consumer Product Safety Commission,2023-06-10T02:49:17.985Z,FALSE
https://www.recreation.gov/,recreation.gov,www.recreation.gov,U.S. Department of Agriculture,Recreation One Stop Program Management Office,2023-06-10T02:48:11.319Z,FALSE
https://www.ree.usda.gov/,usda.gov,www.ree.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T03:00:21.330Z,TRUE
https://www.reginfo.gov/public/,reginfo.gov,www.reginfo.gov,General Services Administration,"GSA, IC, ROCIS",2023-06-10T02:51:28.489Z,TRUE
https://www.regulations.doe.gov/,doe.gov,www.regulations.doe.gov,Department of Energy,"US Department of Energy, Office of the CIO",2023-06-10T02:25:51.850Z,FALSE
https://www.regulations.gov/,regulations.gov,www.regulations.gov,General Services Administration,"GSA, IQ, eRulemaking",2023-06-10T02:49:51.772Z,TRUE
https://www.reporting.gov/s/,reporting.gov,www.reporting.gov,General Services Administration,"GSA, IDI, EAS-SF",2023-06-10T02:05:07.384Z,TRUE
https://www.research.gov/research-web/,research.gov,www.research.gov,National Science Foundation,National Science Foundation,2023-06-10T02:39:24.173Z,TRUE
https://www.restorethegulf.gov/,restorethegulf.gov,www.restorethegulf.gov,Gulf Coast Ecosystem Restoration Council,National Oceanic and Atmospheric Administration (NOAA),2023-06-10T02:48:39.072Z,FALSE
https://www.rethinkingdrinking.niaaa.nih.gov/,nih.gov,www.rethinkingdrinking.niaaa.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T04:00:19.357Z,TRUE
https://www.rivers.gov/,rivers.gov,www.rivers.gov,Department of the Interior,DOI - U.S. Fish and Wildlife Service,2023-06-10T02:49:25.853Z,FALSE
https://www.robodeidentidad.gov/#/,robodeidentidad.gov,www.robodeidentidad.gov,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),2023-06-10T03:23:22.762Z,TRUE
https://www.rocis.gov/rocis/,rocis.gov,www.rocis.gov,General Services Administration,"GSA, IC, ROCIS",2023-06-10T02:41:06.363Z,TRUE
https://www.rrb.gov/,rrb.gov,www.rrb.gov,Railroad Retirement Board,Bureau of Information Services,2023-06-10T02:50:50.691Z,TRUE
https://www.rural.gov/,rural.gov,www.rural.gov,U.S. Department of Agriculture,Rural Development,2023-06-10T02:49:10.965Z,TRUE
https://www.sac.gov/,sac.gov,www.sac.gov,National Science Foundation,Small Agency Council,2023-06-10T02:51:37.045Z,FALSE
https://www.safecom.gov/,safecom.gov,www.safecom.gov,Department of the Interior,Aviation Management Directorate,2023-06-10T02:50:51.382Z,FALSE
https://www.safeocs.gov/,safeocs.gov,www.safeocs.gov,Department of Transportation,Bureau of Transportation Statistics,2023-06-10T02:50:40.691Z,FALSE
https://www.saferfederalworkforce.gov/,saferfederalworkforce.gov,www.saferfederalworkforce.gov,General Services Administration,U.S. General Services Administration,2023-06-10T02:49:24.746Z,TRUE
https://www.saferproducts.gov/,saferproducts.gov,www.saferproducts.gov,Consumer Product Safety Commission,U.S. Consumer Product Safety Commission,2023-06-10T02:50:11.883Z,FALSE
https://www.salmonrecovery.gov/,salmonrecovery.gov,www.salmonrecovery.gov,Department of the Interior,Bureau Of Reclamation,2023-06-10T02:50:53.030Z,FALSE
https://www.samhsa.gov/,samhsa.gov,www.samhsa.gov,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,2023-06-10T03:32:32.826Z,TRUE
https://www.sandia.gov/,sandia.gov,www.sandia.gov,Department of Energy,Sandia National Laboratories,2023-06-10T02:52:49.929Z,TRUE
https://www.savingsbond.gov/,savingsbond.gov,www.savingsbond.gov,Department of the Treasury,Department of the Treasury - BPD,2023-06-10T02:55:25.602Z,TRUE
https://www.sba.gov/,sba.gov,www.sba.gov,Small Business Administration,U.S. Small Business Administration,2023-06-10T02:44:50.023Z,TRUE
https://www.sbir.gov/,sbir.gov,www.sbir.gov,Small Business Administration,SBA-Office of Innovation & Technology,2023-06-10T02:53:10.426Z,TRUE
https://www.sbst.gov/,sbst.gov,www.sbst.gov,General Services Administration,"GSA,FAS,Technology Transformation Service",2023-06-10T03:00:24.921Z,TRUE
https://www.scan.nasa.gov/,nasa.gov,www.scan.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:05:42.209Z,FALSE
https://www.schoolsafety.gov/,schoolsafety.gov,www.schoolsafety.gov,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,2023-06-10T02:53:12.266Z,TRUE
https://www.scidac.gov/,scidac.gov,www.scidac.gov,Department of Energy,Oak Ridge National Laboratory,2023-06-10T02:54:51.106Z,FALSE
https://www.science.gov/,science.gov,www.science.gov,Department of Energy,OSTI,2023-06-10T02:57:26.353Z,FALSE
https://www.sciencebase.gov/catalog/,sciencebase.gov,www.sciencebase.gov,Department of the Interior,USGS/Denver Federal Center,2023-06-10T02:57:57.954Z,TRUE
https://www.scuspd.gov/,scuspd.gov,www.scuspd.gov,The Supreme Court,Supreme Court of the US,2023-06-10T02:58:14.841Z,FALSE
https://www.sdr.gov/,sdr.gov,www.sdr.gov,Department of Commerce,National Science and Technology Council,2023-06-10T02:55:28.928Z,FALSE
https://www.sec.gov/,sec.gov,www.sec.gov,Securities and Exchange Commission,Network Operations Branch,2023-06-10T02:58:16.057Z,TRUE
https://www.secretservice.gov/,secretservice.gov,www.secretservice.gov,Department of Homeland Security,United States Secret Service,2023-06-10T02:45:12.407Z,TRUE
https://www.section108.gov/,section108.gov,www.section108.gov,Library of Congress,Library of Congress,2023-06-10T02:58:41.613Z,FALSE
https://www.section508.gov/,section508.gov,www.section508.gov,General Services Administration,"GSA, IC, OGP Web Portfolio",2023-06-10T02:42:14.710Z,TRUE
https://www.selectagents.gov/,selectagents.gov,www.selectagents.gov,Department of Health and Human Services,Centers for Disease Control and Prevention,2023-06-10T02:56:21.745Z,TRUE
https://www.senate.gov/,senate.gov,www.senate.gov,United States Senate,US Senate,2023-06-10T02:56:24.092Z,FALSE
https://www.servicesonline.opm.gov/,opm.gov,www.servicesonline.opm.gov,Office of Personnel Management,Office Of Personnel Management,2023-06-10T02:41:56.522Z,FALSE
https://www.sexharassmentattorneys.com/,sexharassmentattorneys.com,www.sexharassmentattorneys.com,Executive Office of the President,National Nanotechnology Coordination Office,2023-06-10T01:53:42.249Z,FALSE
https://www.sffeb.us/,sffeb.us,www.sffeb.us,Office of Personnel Management,Federal Executive Board,2023-06-10T01:14:01.638Z,FALSE
https://www.sierrawild.gov/,sierrawild.gov,www.sierrawild.gov,Department of the Interior,Yosemite National Park,2023-06-10T02:57:30.868Z,TRUE
https://www.sigpr.gov/,sigpr.gov,www.sigpr.gov,Department of the Treasury,Special IG for Pandemic Recovery,2023-06-10T03:31:04.260Z,TRUE
https://www.sigtarp.gov/,sigtarp.gov,www.sigtarp.gov,Department of the Treasury,Special Inspector General for the Troubled Asset Relief Program,2023-06-10T02:56:29.805Z,TRUE
https://www.simplereport.gov/,simplereport.gov,www.simplereport.gov,Department of Health and Human Services,Centers for Disease Control and Prevention,2023-06-10T03:29:07.711Z,TRUE
https://www.sji.gov/,sji.gov,www.sji.gov,State Justice Institute,State Justice Institute,2023-06-10T02:56:58.423Z,FALSE
https://www.smartgrid.gov/,smartgrid.gov,www.smartgrid.gov,Department of Energy,Office of Electricity Delivery and Energy Reliability,2023-06-10T02:57:23.047Z,FALSE
https://www.solardecathlon.gov/,solardecathlon.gov,www.solardecathlon.gov,Department of Energy,Office of Energy Efficiency &  Renewable Energy,2023-06-10T02:56:06.925Z,FALSE
https://www.spaceweather.gov/,spaceweather.gov,www.spaceweather.gov,Department of Commerce,Space Environment Center W/NP9,2023-06-10T02:56:28.543Z,FALSE
https://www.spc.noaa.gov/,noaa.gov,www.spc.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T02:30:45.642Z,TRUE
https://www.speaker.gov/,speaker.gov,www.speaker.gov,The Legislative Branch,Office of the Speaker,2023-06-10T02:57:36.883Z,FALSE
https://www.spectrum.niaaa.nih.gov/,nih.gov,www.spectrum.niaaa.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T01:33:46.249Z,TRUE
https://www.srs.gov/general/srs-home.html,srs.gov,www.srs.gov,Department of Energy,Savannah River Nuclear Solutions (SRNS),2023-06-10T02:58:02.431Z,FALSE
https://www.ssa.gov/,ssa.gov,www.ssa.gov,Social Security Administration,SSA/OSOHE/Division of Network Engineering,2023-06-10T02:58:36.022Z,TRUE
https://www.ssab.gov/,ssab.gov,www.ssab.gov,Social Security Advisory Board,Social Security Advisory Board,2023-06-10T02:58:03.292Z,FALSE
https://www.sss.gov/,sss.gov,www.sss.gov,Selective Service System,Selective Service System,2023-06-10T02:56:33.248Z,FALSE
https://www.standards.doe.gov/,doe.gov,www.standards.doe.gov,Department of Energy,"US Department of Energy, Office of the CIO",2023-06-10T01:04:36.558Z,FALSE
https://www.standards.its.dot.gov/,dot.gov,www.standards.its.dot.gov,Department of Transportation,United States Department of Transportation,2023-06-10T01:07:50.038Z,FALSE
https://www.star.nesdis.noaa.gov/star/index.php,noaa.gov,www.star.nesdis.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T03:32:07.892Z,TRUE
https://www.state.gov/,state.gov,www.state.gov,Department of State,Bureau of Global Public Affairs (GPA),2023-06-10T02:44:51.723Z,TRUE
https://www.stateoig.gov/,stateoig.gov,www.stateoig.gov,Department of State,Office of the Inspector General,2023-06-10T03:00:11.817Z,FALSE
https://www.statspolicy.gov/,statspolicy.gov,www.statspolicy.gov,General Services Administration,General Services Administration,2023-06-10T03:00:37.218Z,TRUE
https://www.stayexempt.irs.gov/,irs.gov,www.stayexempt.irs.gov,Department of the Treasury,Department of the Treasury - IRS,2023-06-10T03:22:06.255Z,TRUE
https://www.stb.gov/,stb.gov,www.stb.gov,Surface Transportation Board,Surface Transportation Board,2023-06-10T03:33:03.740Z,TRUE
https://www.stmd.nasa.gov/default1.cfm,nasa.gov,www.stmd.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T03:28:40.234Z,FALSE
https://www.stopalcoholabuse.gov/,stopalcoholabuse.gov,www.stopalcoholabuse.gov,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,2023-06-10T03:02:15.497Z,TRUE
https://www.stopbullying.gov/,stopbullying.gov,www.stopbullying.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:02:13.880Z,TRUE
https://www.stopfakes.gov/welcome,stopfakes.gov,www.stopfakes.gov,Department of Commerce,International Trade Administration,2023-06-10T03:03:27.974Z,TRUE
https://www.supportfan.gov/,supportfan.gov,www.supportfan.gov,Department of State,Bureau of Information Resources Management (IRM),2023-06-10T03:00:13.509Z,FALSE
https://www.supremecourt.gov/,supremecourt.gov,www.supremecourt.gov,The Supreme Court,Supreme Court of the United Statest,2023-06-10T03:01:10.918Z,FALSE
https://www.sustainability.gov/,sustainability.gov,www.sustainability.gov,Environmental Protection Agency,Office of Federal Sustainability,2023-06-10T02:59:39.257Z,TRUE
https://www.sworm.gov/,sworm.gov,www.sworm.gov,Department of Commerce,NOAA/Space Weather Prediction Center,2023-06-10T03:03:07.223Z,FALSE
https://www.swpc.noaa.gov/,noaa.gov,www.swpc.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T02:32:44.950Z,FALSE
https://www.taaps.gov/,taaps.gov,www.taaps.gov,Department of the Treasury,Department of the Treasury - BPD,2023-06-10T02:59:51.163Z,TRUE
https://www.tax.gov/,tax.gov,www.tax.gov,Department of the Treasury,Department of the Treasury - IRS,2023-06-10T02:59:27.450Z,FALSE
https://www.taxpayeradvocate.irs.gov/,irs.gov,www.taxpayeradvocate.irs.gov,Department of the Treasury,Department of the Treasury - IRS,2023-06-10T01:32:12.071Z,FALSE
https://www.techtransfer.nih.gov/,nih.gov,www.techtransfer.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:24:15.429Z,FALSE
https://www.telework.gov/,telework.gov,www.telework.gov,Office of Personnel Management,"OPM Policy, Data, Oversight",2023-06-10T03:02:19.125Z,TRUE
https://www.testbeds.noaa.gov/,noaa.gov,www.testbeds.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T02:32:07.653Z,FALSE
https://www.thenationalcouncil.org/program/center-of-excellence/,thenationalcouncil.org,www.thenationalcouncil.org,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,2023-06-10T02:50:03.093Z,FALSE
https://www.tigta.gov/,tigta.gov,www.tigta.gov,Department of the Treasury,Treasury Inspector General for Tax Administration,2023-06-10T03:01:39.380Z,FALSE
https://www.time.gov/,time.gov,www.time.gov,Department of Commerce,National Institute of Standards and Technology (NIST),2023-06-10T03:01:16.384Z,TRUE
https://www.together.gov/,together.gov,www.together.gov,Department of Homeland Security,Headquarters,2023-06-10T03:29:33.517Z,TRUE
https://www.trade.gov/,trade.gov,www.trade.gov,Department of Commerce,International Trade Administration,2023-06-10T03:01:53.042Z,TRUE
https://www.trafficsafetymarketing.gov/,trafficsafetymarketing.gov,www.trafficsafetymarketing.gov,Department of Transportation,NHTSA,2023-06-10T03:03:04.456Z,TRUE
https://www.training.dmp.dol.gov/,dol.gov,www.training.dmp.dol.gov,Department of Labor,Office of The Chief Information Officer (OCIO),2023-06-10T02:17:59.474Z,FALSE
https://www.training.ecomp.dol.gov/#/,dol.gov,www.training.ecomp.dol.gov,Department of Labor,Office of The Chief Information Officer (OCIO),2023-06-10T01:05:02.393Z,FALSE
https://www.training.mvp-reef.va.gov/pwa/,va.gov,www.training.mvp-reef.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",2023-06-10T03:23:33.255Z,FALSE
https://www.training.nih.gov/,nih.gov,www.training.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T01:36:44.644Z,TRUE
https://www.trainingproviderresults.gov/#!/,trainingproviderresults.gov,www.trainingproviderresults.gov,Department of Labor,Office of The Chief Information Officer (OCIO),2023-06-10T02:59:56.042Z,FALSE
https://www.transit.dot.gov/,dot.gov,www.transit.dot.gov,Department of Transportation,United States Department of Transportation,2023-06-10T02:18:32.986Z,TRUE
https://www.transportation.gov/,transportation.gov,www.transportation.gov,Department of Transportation,United States Department of Transportation,2023-06-10T01:21:53.079Z,TRUE
https://www.travel.reporting.gov/TRAVEL/s/login/?ec=302&inst=3d&startURL=%2FTRAVEL%2FTRAVELLogin,reporting.gov,www.travel.reporting.gov,General Services Administration,"GSA, IDI, EAS-SF",2023-06-10T02:48:23.575Z,FALSE
https://www.treasury.gov/auctions/irs/index.html,treasury.gov,www.treasury.gov,Department of the Treasury,TCS (IRS),2023-06-10T01:32:44.428Z,FALSE
https://www.treasuryauctions.gov/,treasuryauctions.gov,www.treasuryauctions.gov,Department of the Treasury,Department of the Treasury - BPD,2023-06-10T03:04:51.158Z,TRUE
https://www.treasurydirect.gov/,treasurydirect.gov,www.treasurydirect.gov,Department of the Treasury,Department of the Treasury - BPD,2023-06-10T03:07:03.735Z,TRUE
https://www.truman.gov/,truman.gov,www.truman.gov,Harry S. Truman Scholarship Foundation,Harry S. Truman Scholarship Foundation,2023-06-10T03:33:00.941Z,FALSE
https://www.trumanlibrary.gov/,trumanlibrary.gov,www.trumanlibrary.gov,National Archives and Records Administration,U.S. National Archives and Records Administration,2023-06-10T03:04:39.864Z,TRUE
https://www.trumplibrary.gov/,trumplibrary.gov,www.trumplibrary.gov,National Archives and Records Administration,National Archives and Records Administration,2023-06-10T03:05:03.547Z,TRUE
https://www.tsa.gov/,tsa.gov,www.tsa.gov,Department of Homeland Security,Transportation Security Administration,2023-06-10T02:50:57.997Z,TRUE
https://www.tsp.gov/,tsp.gov,www.tsp.gov,Federal Retirement Thrift Investment Board,Office of Technology Services,2023-06-10T03:03:54.703Z,TRUE
https://www.tsunami.gov/,tsunami.gov,www.tsunami.gov,Department of Commerce,West Coast & Alaska Tsunami Warning Center,2023-06-10T03:06:48.002Z,TRUE
https://www.tswg.gov/,tswg.gov,www.tswg.gov,Department of Defense,Technical Support Working Group,2023-06-10T03:05:51.396Z,FALSE
https://www.ttb.gov/,ttb.gov,www.ttb.gov,Department of the Treasury,Alcohol and Tobacco tax and Trade Bureau,2023-06-10T03:04:41.843Z,TRUE
https://www.tva.com/,tva.com,www.tva.com,Tennessee Valley Authority,TVA IT,2023-06-10T03:03:56.525Z,FALSE
https://www.udall.gov/,udall.gov,www.udall.gov,Morris K. Udall and Stewart L. Udall Foundation,Institute for Environmental Conflict Resolution,2023-06-10T01:07:30.109Z,FALSE
