final_url,target_url_agency_owner,target_url_bureau_owner,dap_detected_final_url
https://technology-ksc.ndc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://technology-msfc.ndc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://technology-ssc.ndc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://technology.grc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://technology.jsc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://technology.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://technology.ssc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://techpartnerships.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://techport.nasa.gov/home,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://techtogov.usajobs.gov/Search/Results?cmco=TechToGov&p=1,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://techtran.msfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://techtransfer-prod-acsf.cancer.gov/,Department of Health and Human Services,National Cancer Institute,TRUE
https://techtransfer.cancer.gov/,Department of Health and Human Services,National Cancer Institute,TRUE
https://tedb.ornl.gov/,Department of Energy,Oak Ridge National Laboratory,FALSE
https://teem.ornl.gov/,Department of Energy,Oak Ridge National Laboratory,FALSE
https://teen.smokefree.gov/,Department of Health and Human Services,"National Cancer Institute, NIH",TRUE
https://teenpregnancy.acf.hhs.gov/,Department of Health and Human Services,Office of the Secretary,TRUE
https://tela.srs.gov/,Department of Energy,Savannah River Nuclear Solutions (SRNS),FALSE
https://tele.fnal.gov/cgi-bin/telephone.script,Department of Energy,Fermi National Accelerator Laboratory,FALSE
https://telehealth.hhs.gov/,Department of Health and Human Services,Office of the Secretary,TRUE
https://telehealth.va.gov/,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://telemarketing.donotcall.gov/,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),FALSE
https://tellus.ars.usda.gov/,U.S. Department of Agriculture,USDA,TRUE
https://temoaktribe.nsopw.gov/,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://tenable.nga.gov/remote/login?lang=en,National Gallery of Art,The National Gallery of Art,FALSE
https://tenure.nichd.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://termlookup.epa.gov/termlookup/,Environmental Protection Agency,Environmental Protection Agency,FALSE
https://terra.gsfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://terra.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://tes-qa.science.ornl.gov/,Department of Energy,Oak Ridge National Laboratory,FALSE
https://tes-sfa.ornl.gov/,Department of Energy,Oak Ridge National Laboratory,FALSE
https://tes.jpl.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://tes.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://test.grantsolutions.gov/rrm/,Department of Health and Human Services,Administration for Children and Families,FALSE
https://test.home.idm.cms.gov/sso/signin/login.html?fromURI=https%3A%2F%2Ftest.idp.idm.cms.gov%2Fapp%2Fcmstest_macprotest1medicaidandchipprogramsystem_1%2Fexk2sj1keoEMisRyn297%2Fsso%2Fsaml,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://test0.dsrs.api.healthcare.gov/,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://test0.ses.api.healthcare.gov/,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://test1.dsrs.api.healthcare.gov/,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://test1.ses.api.healthcare.gov/,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://test2.dsrs.api.healthcare.gov/,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://test2.ses.api.healthcare.gov/,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://test3.dsrs.api.healthcare.gov/,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://test3.ses.api.healthcare.gov/,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://testbed.aviationweather.gov/,Department of Commerce,National Weather Service,FALSE
https://testdeveloper.nvmc.uscg.gov/,Department of Homeland Security,U. S. Coast Guard C5I Service Center,FALSE
https://testdomain.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://testdomain2.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://testetareports.doleta.gov/,Department of Labor,Office of The Chief Information Officer (OCIO),FALSE
https://testevpn.usda.gov/CACHE/sdesktop/install/start.htm,U.S. Department of Agriculture,USDA,FALSE
https://testextservices.hud.gov/,Department of Housing and Urban Development,Web Master  Pulic Affair,FALSE
https://testgearup.ed.gov/,Department of Education,Office of Chief Information Officer,FALSE
https://testgrants.iaf.gov/index.do,Inter-American Foundation,Inter-American Foundation,FALSE
https://testhepis.ed.gov/maintenance.php,Department of Education,Office of Chief Information Officer,FALSE
https://testinglocator.cdc.gov/,Department of Health and Human Services,Centers For Disease Control and Prevention,TRUE
https://testinglocatordev.cdc.gov/,Department of Health and Human Services,Centers For Disease Control and Prevention,FALSE
https://testinglocatoruat.cdc.gov/,Department of Health and Human Services,Centers For Disease Control and Prevention,FALSE
https://testliaison.nationalblueribbonschools.ed.gov/,Department of Education,Office of Chief Information Officer,FALSE
https://testnvmc.nvmc.uscg.gov/(S(cfvodueijw4se4imnomew52t))/default.aspx,Department of Homeland Security,U. S. Coast Guard C5I Service Center,FALSE
https://testportal.nationalblueribbonschools.ed.gov/,Department of Education,Office of Chief Information Officer,FALSE
https://testpubchem.ncbi.nlm.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://testsa.ed.gov/,Department of Education,Office of Chief Information Officer,FALSE
https://testscreening.nationalblueribbonschools.ed.gov/Account/Login?ReturnUrl=%2f,Department of Education,Office of Chief Information Officer,FALSE
https://tethys.pnnl.gov/,Department of Energy,Pacific Northwest National Laboratory,FALSE
https://tetruss.larc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://tevnphwg.fnal.gov/,Department of Energy,Fermi National Accelerator Laboratory,FALSE
https://text-message.blogs.archives.gov/,National Archives and Records Administration,National Archives and Records Administration,TRUE
https://textrous.irp.nia.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://tfa-auth.ed.gov/vpn/tmindex.html,Department of Education,Office of Chief Information Officer,FALSE
https://tfa.jpl.nasa.gov/console-selfservice/SelfService.do,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://tfaws.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://tfi.usajobs.gov/Search/Results?cmco=TFI&a=TR91&p=1,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://tfm.fiscal.treasury.gov/,Department of the Treasury,Department of the Treasury - OCIO,TRUE
https://tfrgs.ustp.usdoj.gov/,Department of Justice,Office of the Chief Information Officer,FALSE
https://tfsr.uspto.gov/RDMS/TFSR/current,Department of Commerce,USPTO,FALSE
https://tfx.treasury.gov/,Department of the Treasury,Department of the Treasury - OCIO,TRUE
https://tgftp.cp.ncep.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://tgftp.nws.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://tgm.nibib.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://tharsis.gsfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://theory.fnal.gov/,Department of Energy,Fermi National Accelerator Laboratory,FALSE
https://therealcost.betobaccofree.hhs.gov/,Department of Health and Human Services,Office of the Secretary,TRUE
https://thermal.gsfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://thermalenergy.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://thesaurus.cancer.gov/ncitbrowser/,Department of Health and Human Services,National Cancer Institute,TRUE
https://thescmcgroup.energy.gov/,Department of Energy,"US Department of Energy, Office of the CIO",FALSE
https://thinkculturalhealth.hhs.gov/,Department of Health and Human Services,Office of the Secretary,TRUE
https://thor-f5.er.usgs.gov/,Department of the Interior,U.S. Geological Survey,FALSE
https://thredds1.pfeg.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://three.jsc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://thunder.jpl.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://thunderbay.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://thy.phy.bnl.gov/,Department of Energy,Brookhaven National Laboratory,FALSE
https://thyme.ornl.gov/,Department of Energy,Oak Ridge National Laboratory,FALSE
https://ticketing.aj.intelink.gov/my.policy,Director of National Intelligence,Office of Director of National Intelligence - CIO (ICES),FALSE
https://tidesandcurrents.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://tiger.lanl.gov/sniper/home.nsf?Open,Department of Energy,Los Alamos National Laboratory,FALSE
https://tigerreport2.ecfr.gov/,Government Publishing Office,US Government Publishing Office,TRUE
https://tigerweb.geo.census.gov/tigerwebmain/TIGERweb_main.html,Department of Commerce,U.S. Census Bureau,FALSE
https://tigerz.gsfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://time.glb.nist.gov/,Department of Commerce,National Institute of Standards and Technology (NIST),TRUE
https://time.gov/,Department of Commerce,National Institute of Standards and Technology (NIST),TRUE
https://timecard.fnal.gov/,Department of Energy,Fermi National Accelerator Laboratory,FALSE
https://timegov.boulder.nist.gov/,Department of Commerce,National Institute of Standards and Technology (NIST),TRUE
https://timegov.nist.gov/,Department of Commerce,National Institute of Standards and Technology (NIST),TRUE
https://timekat.state.gov/KatLogin2,Department of State,Bureau of Global Public Affairs (GPA),FALSE
https://timsonline.org/Default.aspx?ReturnUrl=%2f,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://timsweb.bsee.gov/,Department of the Interior,Minerals Management Service,FALSE
https://timswebapps.bsee.gov/,Department of the Interior,Minerals Management Service,FALSE
https://tin.er.usgs.gov/,Department of the Interior,U.S. Geological Survey,TRUE
https://tiny.hhs.gov/,Department of Health and Human Services,Office of the Secretary,FALSE
https://tinyurl.digitalmedia.hhs.gov/login/auth,Department of Health and Human Services,Office of the Secretary,FALSE
https://tips.nfc.usda.gov/tips/,U.S. Department of Agriculture,USDA,FALSE
https://tips.oig.hhs.gov/,Department of Health and Human Services,Office of the Secretary,TRUE
https://title2.ed.gov/Public/Home.aspx,Department of Education,Office of Chief Information Officer,FALSE
https://tivww.ecfr.gov/,Government Publishing Office,US Government Publishing Office,TRUE
https://tlc.response.epa.gov/,Environmental Protection Agency,Environmental Protection Agency,TRUE
https://tmbci.nsopw.gov/,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://tmcpfs.ops.fhwa.dot.gov/,Department of Transportation,United States Department of Transportation,TRUE
https://tmep.uspto.gov/RDMS/TMEP/current,Department of Commerce,USPTO,FALSE
https://tmf.cio.gov/,General Services Administration,"GSA, CIO.GOV",TRUE
https://tmf.jpl.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://tmp.fisheries.noaa.gov/formLogin,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://tmpicisprodnode.epa.gov/,Environmental Protection Agency,Environmental Protection Agency,FALSE
https://tmsearch.uspto.gov/bin/gate.exe?f=tess&state=4805:oazp46.1.1,Department of Commerce,USPTO,FALSE
https://tmss.gsa.gov/tmss/signon,General Services Administration,"GSA, IDI, ECAS II",TRUE
https://tmss.preprod-acqit.helix.gsa.gov/tmss/signon,General Services Administration,"GSA, IDI, ECAS II",TRUE
https://tn.water.usgs.gov/,Department of the Interior,U.S. Geological Survey,TRUE
https://tnawra.org/,Department of the Interior,U.S. Geological Survey,FALSE
https://tnwg.cap.gov/,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://toastmasters.gsfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://today.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://today.tva.gov/login?ReturnUrl=https%3a%2f%2ftoday.tva.gov%2f,Tennessee Valley Authority,TVA IT,FALSE
https://token.bea.gov/console-selfservice/SelfService.do,Department of Commerce,Bureau of Economic Analysis,FALSE
https://tokens.ornl.gov/console-selfservice/SelfService.do,Department of Energy,Oak Ridge National Laboratory,FALSE
https://tonation.nsopw.gov/,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://tonks.gss.anl.gov/skr/,Department of Energy,Argonne National Laboratory,FALSE
https://tontoapache.nsopw.gov/,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://tontos.jpl.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://toolcatalog.nist.gov/,Department of Commerce,National Institute of Standards and Technology (NIST),FALSE
https://toolkit.climate.gov/,Department of Commerce,NWS/OPS33,TRUE
https://toolkit.ncats.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://tools-origin.cdc.gov/medialibrary/index.aspx#/results,Department of Health and Human Services,Centers For Disease Control and Prevention,TRUE
https://tools.cancercontrol.cancer.gov/,Department of Health and Human Services,National Cancer Institute,FALSE
https://tools.cdc.gov/medialibrary/index.aspx#/results,Department of Health and Human Services,Centers For Disease Control and Prevention,TRUE
https://tools.fnal.gov/,Department of Energy,Fermi National Accelerator Laboratory,FALSE
https://tools.hazards.fema.gov/,Department of Homeland Security,FEMA,FALSE
https://tools.mipo.msc.fema.gov/,Department of Homeland Security,FEMA,FALSE
https://tools.usds.gov/login?next=https://tools.usds.gov/,Executive Office of the President,United States Digital Service,FALSE
https://topsbill.ftsbilling.gsa.gov/ords/,General Services Administration,"GSA, IDI, ECAS II",FALSE
https://topsbillcert.ftsbilling.gsa.gov/ords/,General Services Administration,"GSA, IDI, ECAS II",FALSE
https://topsordercert.ftsbilling.gsa.gov/ords/tops_tpc/login_tops,General Services Administration,"GSA, IDI, ECAS II",FALSE
https://tortoise.nibib.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://tortoisedti.nichd.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://touchbase.state.gov/PLlogin?a=3,Department of State,Bureau of Global Public Affairs (GPA),FALSE
https://touchpoints.app.cloud.gov/index,General Services Administration,"GSA, TTS",TRUE
https://touchpoints.digital.gov/,General Services Administration,"GSA, TTS",TRUE
https://tough.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://tour.aps.anl.gov/,Department of Energy,Argonne National Laboratory,FALSE
https://tour.pnnl.gov/,Department of Energy,Pacific Northwest National Laboratory,FALSE
https://tours.jpl.nasa.gov/events/tours/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://tours.sandia.gov/tours.html,Department of Energy,Sandia National Laboratories,FALSE
https://towerfts.csbf.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://townhall.nasa.gov/vpncheck/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://tox21.gov/,Department of Health and Human Services,National Center for Advancing Translational Sciences,TRUE
https://tppevidencereview.youth.gov/,Department of Health and Human Services,"Assistant Secretary for Planning and Evaluation, Office of the Secretary",FALSE
https://tpsx.arc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://tpwb.ha.nci.nih.gov/GeneExpressionNCI60/TPWorkbench/,Department of Health and Human Services,National Institutes of Health,TRUE
https://tpwb.nci.nih.gov/GeneExpressionNCI60/TPWorkbench/,Department of Health and Human Services,National Institutes of Health,TRUE
https://trac.alcf.anl.gov/projects/,Department of Energy,Argonne National Laboratory,FALSE
https://trac.mcs.anl.gov/projects/,Department of Energy,Argonne National Laboratory,FALSE
https://tracs.fws.gov/login,Department of the Interior,U.S. Fish and Wildlife Service,FALSE
https://trade.gov/,Department of Commerce,International Trade Administration,TRUE
https://traffic.nih.gov/Pages/default.aspx,Department of Health and Human Services,National Institutes of Health,TRUE
https://traffic.ornl.gov/camera/list/main,Department of Energy,Oak Ridge National Laboratory,FALSE
https://train.empowhr.gov/,U.S. Department of Agriculture,National Finance Center,FALSE
https://train.hris.va.gov/hcmtrn/signon.html,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://train.nfc.usda.gov/,U.S. Department of Agriculture,USDA,FALSE
https://train.tms.va.gov/,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://train21apr.ed.gov/login,Department of Education,Office of Chief Information Officer,FALSE
https://training-cidrs.cdan.dot.gov/,Department of Transportation,United States Department of Transportation,FALSE
https://training-portal.nifa.usda.gov/cas/login,U.S. Department of Agriculture,USDA,FALSE
https://training.archives.gov/,National Archives and Records Administration,National Archives and Records Administration,TRUE
https://training.ars-grin.gov/gringlobal/search,U.S. Department of Agriculture,Agricultural Research Service,TRUE
https://training.bls.gov/LMS,Department of Labor,Bureau of Labor Statistics,TRUE
https://training.fema.gov/,Department of Homeland Security,FEMA,TRUE
https://training.grants.gov/,Department of Health and Human Services,"Assistant Secretary for Financial Resources, Office of the Secretary",TRUE
https://training.integrity.gov/login,Office of Government Ethics,Office of Government Ethics,FALSE
https://training.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://training.learning.hhs.gov/Saba/Web_wdk/Main/index/preloginCloud.rdf#!,Department of Health and Human Services,Office of the Secretary,FALSE
https://training.msix.ed.gov/msix/#!/privacy,Department of Education,Office of Chief Information Officer,TRUE
https://training.nnlm.gov/,Department of Health and Human Services,"National Library of Medicine, NIH",FALSE
https://training.reginfo.gov/public/,General Services Administration,"GSA, IC, ROCIS",TRUE
https://training.rocis.gov/rocis/,General Services Administration,"GSA, IC, ROCIS",TRUE
https://training.seer.cancer.gov/,Department of Health and Human Services,National Cancer Institute,TRUE
https://training.simplereport.gov/,Department of Health and Human Services,Centers for Disease Control and Prevention,TRUE
https://training.smartpay.gsa.gov/,General Services Administration,"GSA, IDI, ECAS II",FALSE
https://training.weather.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://training.wrp.gov/wrp,Department of Labor,Office of The Chief Information Officer (OCIO),TRUE
https://training2.msix.ed.gov/msix/#/,Department of Education,Office of Chief Information Officer,FALSE
https://training3.msix.ed.gov/msix/#!/privacy,Department of Education,Office of Chief Information Officer,TRUE
https://trainingcenter.fws.gov/resources/knowledge-resources/,Department of the Interior,U.S. Fish and Wildlife Service,FALSE
https://trainingorigin1.bls.gov/LMS,Department of Labor,Bureau of Labor Statistics,TRUE
https://trainingt.bls.gov/LMS,Department of Labor,Bureau of Labor Statistics,TRUE
https://trainingws.grants.gov/,Department of Health and Human Services,"Assistant Secretary for Financial Resources, Office of the Secretary",FALSE
https://trajbrowser.arc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://trajbrowser.ndc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://transfer-vas.fdic.gov/EFTClient/Account/Login.htm,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,FALSE
https://transfer.archives.gov/,National Archives and Records Administration,National Archives and Records Administration,FALSE
https://transfer.fdic.gov/EFTClient/Account/Login.htm,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,FALSE
https://transfer.fns.usda.gov/,U.S. Department of Agriculture,USDA,FALSE
https://transfer.ies.ed.gov/,Department of Education,Office of Chief Information Officer,FALSE
https://transfer.lanl.gov/,Department of Energy,Los Alamos National Laboratory,FALSE
https://transfer.oig.hhs.gov/#/,Department of Health and Human Services,Office of the Secretary,FALSE
https://transforming-classification.blogs.archives.gov/,National Archives and Records Administration,National Archives and Records Administration,TRUE
https://transit-safety.fta.dot.gov/DrugAndAlcohol/Default.aspx,Department of Transportation,United States Department of Transportation,FALSE
https://transition.fec.gov/,Federal Election Commission,Federal Election Commission,TRUE
https://transitionmodeling.larc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://transtats.bts.gov/,Department of Transportation,Bureau of Transportation Statistics,TRUE
https://trappercreek.jobcorps.gov/,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,FALSE
https://travel.state.gov/content/travel.html,Department of State,Bureau of Global Public Affairs (GPA),TRUE
https://travelingsciencefair.ornl.gov/,Department of Energy,Oak Ridge National Laboratory,FALSE
https://travelint.usps.gov/+CSCOE+/logon.html#form_title_text,United States Postal Service,U.S. Postal Service,FALSE
https://travelmaps.state.gov/,Department of State,Bureau of Global Public Affairs (GPA),FALSE
https://trc.nist.gov/,Department of Commerce,National Institute of Standards and Technology (NIST),TRUE
https://treasureisland.jobcorps.gov/,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,FALSE
https://treasury-occ.usajobs.gov/,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://treasury.usajobs.gov/,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://treasuryauctions.gov/,Department of the Treasury,Department of the Treasury - BPD,TRUE
https://treasurydirect.gov/,Department of the Treasury,Department of the Treasury - BPD,TRUE
https://treasurydirect.services.treasury.gov/,Department of the Treasury,Department of the Treasury - OCIO,TRUE
https://trec.nist.gov/,Department of Commerce,National Institute of Standards and Technology (NIST),TRUE
https://trecvid.nist.gov/,Department of Commerce,National Institute of Standards and Technology (NIST),TRUE
https://trek.msfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://trek.nasa.gov/#,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://trials-int.nci.nih.gov/login/,Department of Health and Human Services,National Institutes of Health,FALSE
https://trials-stage.nci.nih.gov/login/,Department of Health and Human Services,National Institutes of Health,FALSE
https://trials.nci.nih.gov/login/,Department of Health and Human Services,National Institutes of Health,FALSE
https://tribal.nrc.gov/,Nuclear Regulatory Commission,Nuclear Regulatory Commission,TRUE
https://trio.ed.gov/,Department of Education,Office of Chief Information Officer,FALSE
https://trip.dhs.gov/s/,Department of Homeland Security,Headquarters,FALSE
https://tripod.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://triprs.nhtsa.dot.gov/apex/f?p=1118:101::::::,Department of Transportation,United States Department of Transportation,FALSE
https://tripwire.dhs.gov/,Department of Homeland Security,Headquarters,FALSE
https://trmm-fc.gsfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://trmm.gsfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://trn.insight.edc.usda.gov/,U.S. Department of Agriculture,USDA,FALSE
https://trn.myeddebt.ed.gov/,Department of Education,Office of Chief Information Officer,FALSE
https://trnvipssp.dmcseddebt.ed.gov/vipssp/,Department of Education,Office of Chief Information Officer,FALSE
https://tropicalcyclone.jpl.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://tropo.gsfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://tropomi.gesdisc.eosdis.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://trp.cancer.gov/,Department of Health and Human Services,National Cancer Institute,TRUE
https://trumpadministration.archives.performance.gov/,General Services Administration,"GSA,FAS,Technology Transformation Service",TRUE
https://trumpwhitehouse.archives.gov/,National Archives and Records Administration,National Archives and Records Administration,TRUE
https://trustees.udall.gov/Login.aspx,Morris K. Udall and Stewart L. Udall Foundation,Morris K Udall Foundation,FALSE
https://ts.nlm.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://ts.wip.nlm.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://tsa.ed.gov/#/home/,Department of Education,Office of Chief Information Officer,TRUE
https://tsaapps.tsa.dhs.gov/ksms.htm,Department of Homeland Security,Headquarters,FALSE
https://tsaenrollmentbyidemia.tsa.dhs.gov/,Department of Homeland Security,Headquarters,TRUE
https://tsapps.nist.gov/,Department of Commerce,National Institute of Standards and Technology (NIST),FALSE
https://tsc.jsc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://tscportal.fas.gsa.gov/#!/login,General Services Administration,"GSA, IDI, ECAS II",FALSE
https://tsdc.nrelhub.gov/,Department of Energy,National Renewable Energy Laboratory,FALSE
https://tsdr.uspto.gov/,Department of Commerce,USPTO,TRUE
https://tsdrsec-fqt.etc.uspto.gov/,Department of Commerce,USPTO,FALSE
https://tsra.ofac.treas.gov/Application/Instructions.aspx,Department of the Treasury,Department of the Treasury - DO,FALSE
https://tsrauat.ofac.treas.gov/Application/Instructions.aspx,Department of the Treasury,Department of the Treasury - DO,FALSE
https://tst-ehome.uspis.gov/,United States Postal Service,U.S. Postal Service,FALSE
https://tstport02.hosc.msfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://tstport02ms.hosc.msfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://tstport02owa.hosc.msfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://tstport02sk.hosc.msfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://tstport02sp.hosc.msfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://tstservice.fsd.gov/gsafsd_sp,General Services Administration,"GSA, IQ-FSD-FSD Portal",TRUE
https://tsunami-cp.ncep.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://tsunami.coast.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://tsunami.gov/,Department of Commerce,West Coast & Alaska Tsunami Warning Center,TRUE
https://tsunami.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://tsunami.qa.coast.noaa.gov/#/,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://tswg.gov/,Department of Defense,Technical Support Working Group,FALSE
https://tt.nfc.usda.gov/,U.S. Department of Agriculture,USDA,FALSE
https://tta360.ojjdp.ojp.gov/?display=login&returnURL=http%3A%2F%2Ftta360%2Eojjdp%2Eojp%2Egov%2F,Department of Justice,"U.S. Department of Justice, Office of Justice Prograns (OJP)",FALSE
https://ttabvue.uspto.gov/ttabvue/,Department of Commerce,USPTO,FALSE
https://ttf2011.pppl.gov/,Department of Energy,Princeton Plasma Physics Lab,FALSE
https://ttf2012.pppl.gov/,Department of Energy,Princeton Plasma Physics Lab,FALSE
https://ttlplus.gov/,Department of the Treasury,Department of the Treasury - FMS,TRUE
https://ttp.cbp.dhs.gov/,Department of Homeland Security,Headquarters,TRUE
https://ttp.dhs.gov/,Department of Homeland Security,Headquarters,TRUE
https://ttr.sandia.gov/,Department of Energy,Sandia National Laboratories,TRUE
https://tts.sec.gov/,Securities and Exchange Commission,Network Operations Branch,FALSE
